Entry,wormbase CDS,Entry name,fragment,Status,Protein names,Gene names,Organism,Length,Taxonomic lineage (ALL),Glycosylation,Transmembrane,Cross-reference (PDB),Sequence uncertainty,Sequence conflict,Sequence caution,Disulfide bond,Cross-reference (Pfam),Cross-reference (GeneID),Cross-reference (UniGene),Cross-reference (RefSeq),Cross-reference (GenBank),Cross-reference (WormBase)
Q9N4G8,Y71F9B.3,Q9N4G8_CAEEL,Err:504,unreviewed,Receptor expression-enhancing protein,yop-1 CELE_Y71F9B.3 Y71F9B.3,Caenorhabditis elegans,183,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 51 71 Helical. {ECO:0000256|RuleBase:RU362006}.; TRANSMEM 92 113 Helical. {ECO:0000256|RuleBase:RU362006}.; TRANSMEM 119 141 Helical. {ECO:0000256|RuleBase:RU362006}.,,,,,,PF03134;,171835;,Cel.4895;,NP_491033.1;,,Y71F9B.3;
Q8ITX8,C05D2.1c,Q8ITX8_CAEEL,Err:504,unreviewed,Serine/threonine-protein kinase receptor (EC 2.7.11.30),daf-4 C05D2.1 CELE_C05D2.1,Caenorhabditis elegans,592,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 78 102 Helical. {ECO:0000256|RuleBase:RU361271}.,,,,,,PF00069;,175781;,Cel.6349;,NP_001021148.1;,,C05D2.1c;
G5EDI2,W06A7.3f,G5EDI2_CAEEL,Err:504,unreviewed,Reticulon-like protein,ret-1 CELE_W06A7.3 W06A7.3,Caenorhabditis elegans,3303,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 3117 3135 Helical. {ECO:0000256|RuleBase:RU210713}.; TRANSMEM 3141 3160 Helical. {ECO:0000256|RuleBase:RU210713}.; TRANSMEM 3226 3252 Helical. {ECO:0000256|RuleBase:RU210713}.,,,,,,PF02453;,179981;,Cel.2009;,NP_001123026.1;,,W06A7.3f;
Q17663,C05E11.5,Q17663_CAEEL,Err:504,unreviewed,Ammonium transporter,amt-4 C05E11.5 CELE_C05E11.5,Caenorhabditis elegans,577,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 30 55 Helical. {ECO:0000256|RuleBase:RU362002}.; TRANSMEM 67 87 Helical. {ECO:0000256|RuleBase:RU362002}.; TRANSMEM 116 135 Helical. {ECO:0000256|RuleBase:RU362002}.; TRANSMEM 142 162 Helical. {ECO:0000256|RuleBase:RU362002}.; TRANSMEM 230 249 Helical. {ECO:0000256|RuleBase:RU362002}.; TRANSMEM 261 287 Helical. {ECO:0000256|RuleBase:RU362002}.; TRANSMEM 318 338 Helical. {ECO:0000256|RuleBase:RU362002}.; TRANSMEM 398 421 Helical. {ECO:0000256|RuleBase:RU362002}.,,,,,,PF00909;,180728;,Cel.6938;,NP_508783.2;,,C05E11.5;
Q8I4C3,Y57G11C.37a,Q8I4C3_CAEEL,Err:504,unreviewed,Anoctamin,anoh-2 CELE_Y57G11C.37 Y57G11C.37,Caenorhabditis elegans,837,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 229 256 Helical. {ECO:0000256|RuleBase:RU280814}.; TRANSMEM 268 292 Helical. {ECO:0000256|RuleBase:RU280814}.; TRANSMEM 354 376 Helical. {ECO:0000256|RuleBase:RU280814}.; TRANSMEM 388 407 Helical. {ECO:0000256|RuleBase:RU280814}.; TRANSMEM 435 458 Helical. {ECO:0000256|RuleBase:RU280814}.; TRANSMEM 686 703 Helical. {ECO:0000256|RuleBase:RU280814}.,,,,,,PF04547;,178395;,Cel.5495;,NP_001255821.1;,,Y57G11C.37a;
O45016,W01B11.2,O45016_CAEEL,Err:504,unreviewed,SULP-6,sulp-6 CELE_W01B11.2 W01B11.2,Caenorhabditis elegans,823,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 96 120 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 126 142 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 199 228 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 283 307 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 362 381 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 401 420 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 441 462 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 468 489 Helical. {ECO:0000256|RuleBase:RU362052}.; TRANSMEM 496 521 Helical. {ECO:0000256|RuleBase:RU362052}.,,,,,,PF01740;PF13792;PF00916;,189085;,Cel.16639;,NP_491138.2;,,W01B11.2;
Q95ZT3,F47E1.4,Q95ZT3_CAEEL,Err:504,unreviewed,Solute carrier organic anion transporter family member,CELE_F47E1.4 F47E1.4,Caenorhabditis elegans,728,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 45 66 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 73 95 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 256 275 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 296 318 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 338 363 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 409 429 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 449 468 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 593 618 Helical. {ECO:0000256|RuleBase:RU362056}.; TRANSMEM 630 652 Helical. {ECO:0000256|RuleBase:RU362056}.,,,,,,PF03137;,181146;,Cel.970;,NP_509532.1;,,F47E1.4;
A0A061AE33,C10C5.1f,A0A061AE33_CAEEL,Err:504,unreviewed,Piezo-type mechanosensitive ion channel component,pezo-1 C10C5.1 CELE_C10C5.1,Caenorhabditis elegans,2402,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 20 45 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 57 81 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 122 143 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 175 199 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 211 229 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 241 264 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 307 325 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 414 433 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 439 459 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 466 487 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 511 533 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 589 610 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 616 633 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 645 665 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 702 720 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 781 802 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 808 823 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 830 849 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 892 913 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1003 1024 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1065 1084 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1125 1144 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1150 1169 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1190 1212 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1579 1603 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1615 1638 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1669 1687 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1791 1810 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1830 1852 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1861 1879 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 2003 2027 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 2311 2332 Helical. {ECO:0000256|RuleBase:RU362023}.,,,,,,PF12166;,182492;,,NP_001293979.1;,,C10C5.1f;
Q9N3X5,Y43B11AR.2,Q9N3X5_CAEEL,Err:504,unreviewed,Serpentine receptor class gamma,srg-50 CELE_Y43B11AR.2 Y43B11AR.2,Caenorhabditis elegans,300,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 7 28 Helical. {ECO:0000256|RuleBase:RU280813}.; TRANSMEM 34 52 Helical. {ECO:0000256|RuleBase:RU280813}.; TRANSMEM 121 140 Helical. {ECO:0000256|RuleBase:RU280813}.; TRANSMEM 164 186 Helical. {ECO:0000256|RuleBase:RU280813}.; TRANSMEM 207 228 Helical. {ECO:0000256|RuleBase:RU280813}.; TRANSMEM 240 262 Helical. {ECO:0000256|RuleBase:RU280813}.,,,,,,PF02118;,189847;,Cel.28161;,NP_501100.2;,,Y43B11AR.2;
G5EC26,ZK256.1b,G5EC26_CAEEL,Err:504,unreviewed,Calcium-transporting ATPase (EC 3.6.3.8),pmr-1 CELE_ZK256.1 ZK256.1,Caenorhabditis elegans,705,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 63 81 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 87 103 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 255 274 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 280 306 Helical. {ECO:0000256|RuleBase:RU361146}.,,,,,,PF00690;PF00122;PF00702;,173176;,Cel.17108;,NP_001021861.1;,,ZK256.1b;
C6KRJ3,C10C5.1b,C6KRJ3_CAEEL,Err:504,unreviewed,Piezo-type mechanosensitive ion channel component,pezo-1 C10C5.1 CELE_C10C5.1,Caenorhabditis elegans,2400,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 20 45 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 57 81 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 122 143 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 175 199 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 211 229 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 241 264 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 307 325 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 414 433 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 439 459 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 466 487 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 511 533 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 587 608 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 614 631 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 643 663 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 700 718 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 779 800 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 806 821 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 828 847 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 890 911 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1001 1022 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1063 1082 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1123 1142 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1148 1167 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1188 1210 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1577 1601 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1613 1636 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1667 1685 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1789 1808 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1828 1850 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1859 1877 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 2001 2025 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 2309 2330 Helical. {ECO:0000256|RuleBase:RU362023}.,,,,,,PF12166;,182492;,Cel.13531;,NP_001255390.2;,,C10C5.1b;
G5EGL4,T23H4.1b,G5EGL4_CAEEL,Err:504,unreviewed,Innexin,inx-20 inx CELE_T23H4.1 T23H4.1,Caenorhabditis elegans,468,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 38 57 Helical. {ECO:0000256|RuleBase:RU010713}.; TRANSMEM 113 135 Helical. {ECO:0000256|RuleBase:RU010713}.; TRANSMEM 204 226 Helical. {ECO:0000256|RuleBase:RU010713}.; TRANSMEM 298 322 Helical. {ECO:0000256|RuleBase:RU010713}.,,,,,,PF00876;,188818;,Cel.40226;,NP_001251236.1;,,T23H4.1b;
H1ZUW9,F54D7.3b,H1ZUW9_CAEEL,Err:504,unreviewed,"GNRR-1, isoform b",gnrr-1 CELE_F54D7.3 F54D7.3,Caenorhabditis elegans,384,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 20 46 Helical. {ECO:0000256|RuleBase:RU046427}.; TRANSMEM 58 79 Helical. {ECO:0000256|RuleBase:RU046427}.; TRANSMEM 99 118 Helical. {ECO:0000256|RuleBase:RU046427}.; TRANSMEM 139 158 Helical. {ECO:0000256|RuleBase:RU046427}.; TRANSMEM 185 212 Helical. {ECO:0000256|RuleBase:RU046427}.; TRANSMEM 256 279 Helical. {ECO:0000256|RuleBase:RU046427}.; TRANSMEM 291 310 Helical. {ECO:0000256|RuleBase:RU046427}.,,,,,,PF00001;,186230;,Cel.18640;,NP_001249721.1;,,F54D7.3b;
Q23336,ZC455.6a,Q23336_CAEEL,Err:504,unreviewed,UDP-glucuronosyltransferase (EC 2.4.1.17),ugt-5 CELE_ZC455.6 ZC455.6,Caenorhabditis elegans,534,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 500 522 Helical. {ECO:0000256|RuleBase:RU362059}.,,,,,,PF00201;,179753;,Cel.1357;,NP_506200.1;,,ZC455.6a;
Q23187,W06A7.3a,Q23187_CAEEL,Err:504,unreviewed,Reticulon-like protein,ret-1 CELE_W06A7.3 W06A7.3,Caenorhabditis elegans,252,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 12 37 Helical. {ECO:0000256|RuleBase:RU210713}.; TRANSMEM 70 86 Helical. {ECO:0000256|RuleBase:RU210713}.; TRANSMEM 175 201 Helical. {ECO:0000256|RuleBase:RU210713}.,,,,,,PF02453;,179981;,Cel.2009;,NP_506657.3;,,W06A7.3a;
Q17897,C10C5.1a,Q17897_CAEEL,Err:504,unreviewed,Piezo-type mechanosensitive ion channel component,pezo-1 C10C5.1 CELE_C10C5.1,Caenorhabditis elegans,2438,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 20 45 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 57 81 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 122 143 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 175 199 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 211 229 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 241 264 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 307 325 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 452 471 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 477 497 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 504 525 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 549 571 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 625 646 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 652 669 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 681 701 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 738 756 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 817 838 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 844 859 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 866 885 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 928 949 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1039 1060 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1101 1120 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1161 1180 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1186 1205 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1226 1248 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1615 1639 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1651 1674 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1705 1723 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1827 1846 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1866 1888 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 1897 1915 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 2039 2063 Helical. {ECO:0000256|RuleBase:RU362023}.; TRANSMEM 2347 2368 Helical. {ECO:0000256|RuleBase:RU362023}.,,,,,,PF12166;,182492;,Cel.13531;,NP_001255389.2;,,C10C5.1a;
Q9XVQ9,F11E6.5,Q9XVQ9_CAEEL,Err:504,unreviewed,Elongation of very long chain fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase),elo-2 CELE_F11E6.5 F11E6.5,Caenorhabditis elegans,274,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 35 54 Helical. {ECO:0000256|RuleBase:RU361115}.; TRANSMEM 66 85 Helical. {ECO:0000256|RuleBase:RU361115}.; TRANSMEM 166 186 Helical. {ECO:0000256|RuleBase:RU361115}.; TRANSMEM 198 222 Helical. {ECO:0000256|RuleBase:RU361115}.; TRANSMEM 234 258 Helical. {ECO:0000256|RuleBase:RU361115}.,,,,,,PF01151;,178532;,Cel.13148;,NP_503114.1;,,F11E6.5;
P91203,F02C9.3,P91203_CAEEL,Err:504,unreviewed,Phospholipid-transporting ATPase (EC 3.6.3.1),tat-6 CELE_F02C9.3 F02C9.3,Caenorhabditis elegans,1064,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 119 137 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 143 162 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 343 362 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 368 388 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 864 886 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 892 912 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 942 962 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 968 989 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 996 1016 Helical. {ECO:0000256|RuleBase:RU362033}.; TRANSMEM 1028 1048 Helical. {ECO:0000256|RuleBase:RU362033}.,,,,,,PF00122;PF00702;,178754;,Cel.4261;,NP_503858.1;,,F02C9.3;
Q9U1Y8,Y60A3A.19a,Q9U1Y8_CAEEL,Err:504,unreviewed,Protein YIPF,CELE_Y60A3A.19 Y60A3A.19,Caenorhabditis elegans,228,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 117 139 Helical. {ECO:0000256|RuleBase:RU361264}.; TRANSMEM 151 172 Helical. {ECO:0000256|RuleBase:RU361264}.; TRANSMEM 178 200 Helical. {ECO:0000256|RuleBase:RU361264}.; TRANSMEM 209 225 Helical. {ECO:0000256|RuleBase:RU361264}.,,,,,,PF04893;,180305;,Cel.383;,NP_507855.2;,,Y60A3A.19a;
Q2L6Y0,K11G12.6b,Q2L6Y0_CAEEL,Err:504,unreviewed,Lipase maturation factor,CELE_K11G12.6 K11G12.6,Caenorhabditis elegans,624,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 12 32 Helical. {ECO:0000256|RuleBase:RU361229}.; TRANSMEM 76 94 Helical. {ECO:0000256|RuleBase:RU361229}.; TRANSMEM 101 126 Helical. {ECO:0000256|RuleBase:RU361229}.; TRANSMEM 146 165 Helical. {ECO:0000256|RuleBase:RU361229}.; TRANSMEM 278 297 Helical. {ECO:0000256|RuleBase:RU361229}.; TRANSMEM 327 350 Helical. {ECO:0000256|RuleBase:RU361229}.; TRANSMEM 362 384 Helical. {ECO:0000256|RuleBase:RU361229}.,,,,,,PF06762;,180941;,Cel.17785;,NP_001041274.2;,,K11G12.6b;
Q95QN8,#N/A,Q95QN8_CAEEL,Err:504,unreviewed,Chloride channel protein,clh-3 CELE_E04F6.11 E04F6.11,Caenorhabditis elegans,829,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 141 163 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 183 206 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 292 315 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 374 394 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 415 436 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 497 516 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 523 543 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 563 586 Helical. {ECO:0000256|RuleBase:RU361221}.; TRANSMEM 593 613 Helical. {ECO:0000256|RuleBase:RU361221}.,,,,,,PF00571;PF00654;,174187;,Cel.19436;,NP_001022061.2;,,E04F6.11b;
Q95XP5,Y67D8C.10b,Q95XP5_CAEEL,Err:504,unreviewed,Calcium-transporting ATPase (EC 3.6.3.8),mca-3 CELE_Y67D8C.10 Y67D8C.10,Caenorhabditis elegans,1234,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 86 103 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 123 142 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 330 353 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 373 402 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 823 842 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 854 872 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 900 918 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 938 956 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 976 996 Helical. {ECO:0000256|RuleBase:RU361146}.; TRANSMEM 1008 1029 Helical. {ECO:0000256|RuleBase:RU361146}.,,,,,,PF12424;PF00689;PF00690;PF00122;PF00702;,177089;,Cel.17073;,NP_001023556.1;,,Y67D8C.10b;
